,Info,Name-PGN-Site,PGN File,NameForJSON,First Name,Last Name,Wiki-FirstName,Wiki Name,Birth Date,Death Date,Year Grandmaster,Country,Wikipedia Page,Name For Wiki Search,Wikipedia Search Link,Wiki Search Results,First Wiki Result,wiki_url,wiki_summary,Wiki Page Title
139,"David Navara, 2081 games",David Navara,Navara.pgn,Navara,David,Navara,David,David Navara ,1985-03-27,,2002-01-01, Czech Republic,,David+Navara+chess,https://en.wikipedia.org/w/index.php?search=David+Navara+chess,"['David Navara', 'Navara', 'Czech Chess Championship', 'Yaroslav Zherebukh', 'Gadir Guseinov', '2013 European Individual Chess Championship', 'Soňa Pertlová', 'Vlastimil Jansa', 'FIDE Grand Prix 2008–10', 'Viktor Láznička']",David Navara,https://en.wikipedia.org/wiki/David_Navara,"David Navara (born 27 March 1985) is a Czech chess Grandmaster, the highest-ranked player of his country. He won seven times the Czech Chess Championship (in 2004, 2005, 2010, 2012, 2013, 2014 and 2015) and the European Blitz Chess Championship of 2014. As of the May 2015 FIDE rating list Navara achieved a personal high with an Elo rating of 2751 and was ranked number 14 in the world.",David Navara
140,"Parimarjan Negi, 1027 games",Parimarjan Negi,Negi.pgn,Negi,Parimarjan,Negi,Parimarjan,Parimarjan Negi ,1993-02-09,,2006-01-01, India,,Parimarjan+Negi+chess,https://en.wikipedia.org/w/index.php?search=Parimarjan+Negi+chess,"['Parimarjan Negi', 'Negi (surname)', 'Markus Ragger', 'Martyn Kravtsiv', 'Alexander Goloshchapov', 'Sergey Fedorchuk', 'Srinath Narayanan', 'Xtracon Chess Open', 'Ivana Maria Furtado', 'List of Indian chess players']",Parimarjan Negi,https://en.wikipedia.org/wiki/Parimarjan_Negi,"Parimarjan Negi (born 9 February 1993) is a chess grandmaster (GM) from India, a former Asian and Indian champion. He achieved the GM title at the age of 13 years and 142 days (13 years, 4 months, and 20 days) in 2006, becoming the second youngest chess grandmaster ever, second only to Sergey Karjakin.
Negi played on the top board for the bronze medal-winning Indian team in the 2014 Chess Olympiad in Tromsø, Norway.
He was granted the Arjuna Award in 2010 by the Government of India.",Parimarjan Negi
141,"Ian Nepomniachtchi, 1620 games",Ian Nepomniachtchi,Nepomniachtchi.pgn,Nepomniachtchi,Ian,Nepomniachtchi,Ian,Ian Nepomniachtchi ,1990-07-14,,2007-01-01, Russia,,Ian+Nepomniachtchi+chess,https://en.wikipedia.org/w/index.php?search=Ian+Nepomniachtchi+chess,"['Ian Nepomniachtchi', 'Nepomnyashchiy', 'Ivan Popov (chess player)', 'Constantin Lupulescu', 'Farrukh Amonatov', '2013 European Individual Chess Championship', 'Alexander Motylev', 'Center Game', 'Open event at the 42nd Chess Olympiad', 'Daniil Dubov']",Ian Nepomniachtchi,https://en.wikipedia.org/wiki/Ian_Nepomniachtchi,"Ian Aleksandrovich Nepomniachtchi (Russian: Ян Алекса́ндрович Непо́мнящий; born 14 July 1990) is a Russian chess grandmaster.
He was a member of the gold medal-winning Russian team at the 2013 World Team Chess Championship in Antalya and at the 2015 European Team Chess Championship in Reykjavík.
Nepomniachtchi won the 2010 Russian Superfinal and European Individual titles. He also won the 2016 Tal Memorial and 2008 and 2015 Aeroflot Open.
In October 2016, Nepomniachtchi was ranked fourth in the world in both rapid chess and blitz chess. He has won two silver medals in the World Rapid Championship and a silver medal at the World Blitz Championship as well as winning the 2008 Ordix Open.",Ian Nepomniachtchi
142,"Ni Hua, 1403 games",Ni Hua,Ni.pgn,Ni,Ni,Hua,Ni,Ni Hua ,1983-05-31,,2002-01-01, China,,Ni+Hua+chess,https://en.wikipedia.org/w/index.php?search=Ni+Hua+chess,"['Ni Hua', 'Huahujing', 'Ni (surname)', 'Ni Wei-Tou', 'Ni Weidou', 'Huang Hua', 'Hua Jianmin', 'Zhang Ni', 'Bu Xiangzhi', 'Battle of Chipyong-ni']",Ni Hua,https://en.wikipedia.org/wiki/Ni_Hua,"Ni Hua (born May 31, 1983 in Shanghai) is a Chinese chess grandmaster and the national team captain. He is three-time national champion. In 2003, he became China's 15th Grandmaster at the age of 19. In April 2008, Ni Hua and Bu Xiangzhi both became the second and third Chinese players to pass the 2700 Elo rating mark, after Wang Yue.
He was a member of the gold medal-winning Chinese team at the 41st Chess Olympiad.",Ni Hua
143,"Peter Nielsen, 2040 games",Peter Nielsen,Nielsen.pgn,Nielsen,Peter,Nielsen,,,,,,,,Peter+Nielsen+chess,https://en.wikipedia.org/w/index.php?search=Peter+Nielsen+chess,"['Peter Nielsen', 'Peter Nielsen (sport shooter)', 'Hans Peter Nielsen', 'Peter Meinert Nielsen', 'Peter Nielsen (actor)', 'Peter Nielsen (footballer)', 'Anders Nielsen', 'Peter Heine Nielsen', 'Anders Peter Nielsen', 'Peter Nielsen (botanist)']",Peter Nielsen,https://en.wikipedia.org/wiki/Peter_Heine_Nielsen,"Peter Heine Nielsen (born May 24, 1973) is a Danish chess player, and the current coach of chess world champion Magnus Carlsen.",Peter Heine Nielsen
144,"Predrag Nikolic, 2419 games",Predrag Nikolic,Nikolic.pgn,Nikolic,Predrag,Nikolic,,,,,,,,Predrag+Nikolic+chess,https://en.wikipedia.org/w/index.php?search=Predrag+Nikolic+chess,"['Predrag Nikolić', 'Nikolić', 'Bosnia and Herzegovina Chess Championship', 'Jan Smejkal', 'Tomislav Nikolić', 'Shukhrat Safin', 'List of Serbian actors', 'James Tarjan', 'Peacetime in Paris', 'Predrag Marković']",Predrag Nikolić,https://en.wikipedia.org/wiki/Predrag_Nikoli%C4%87,"Predrag Nikolić (born 11 September 1960 in Bosanski Šamac) is a Bosnian chess grandmaster.
He first competed for the Yugoslav Championship in 1979, taking a share of second place. The following year and again in 1984, he went one step further and became the Yugoslav national champion. He was awarded the International Master and Grandmaster titles in 1980 and 1983 respectively. The GM title was earned from his 1982 performances in Sarajevo (third) and Sochi (second after Mikhail Tal).
He was a winner at Sarajevo in 1983, at Novi Sad in 1984 and at Reykjavík two years later. 1986 was also the year that he shared second place behind Nigel Short at Wijk aan Zee. He returned to winning ways at Sarajevo in 1987 and at the Zagreb Interzonal, narrowly failed to qualify for the Candidates Tournament (sharing fourth place behind Korchnoi, Ehlvest and Seirawan).
In 1989, he won at Wijk aan Zee (jointly with Anand, Ribli and Sax) and took first place at Portorož/Ljubljana (the Vidmar Memorial tournament). There followed the 1990 Interzonal in Manila, where once more he shared fourth place, but qualified this time for the 1991 Candidates tournament. In his 'final 16' encounter with Boris Gelfand, he was just edged out in a rapid play-off, having drawn the match 4-4. Later, he journeyed to São Paulo for a match with Henrique Mecking and secured victory by a score of 3.5-2.5. A tournament win in Bled saw him complete an eventful year.
While playing the Buenos Aires tournament of 1992 (where he finished second), war broke out in his home country and for a while he was domiciled in the Netherlands, along with the Bosnian Ivan Sokolov. There were more tournament victories to come; first at Wijk aan Zee in 1994 and as winner of the national Dutch Chess Championships of 1997 (equal with Jan Timman but winning the play-off) and 1999. In 2004, he shared a major success with Vassily Ivanchuk when they tied for first place at the European Individual Chess Championship, held in Antalya, although he lost the play-off for the title.
Between 1980 and 2002, he was, with the exception of 1982, an ever-present member of the Yugoslav and then Bosnian Chess Olympiad teams, winning one medal of each colour - team silver, team bronze and individual gold. He also participated regularly at the European Team Chess Championship and in 1983, took team silver and individual gold medals.
He has played for many years in the Bundesliga for club side SG Aljechin Solingen. At the start of the 2006/7 season, he was their highest rated player and listed as number 2 behind Artur Yusupov. In 2007 he won the Bosnia and Herzegovina Chess Championship ahead of Borki Predojević.
In 2015 he won the World Senior Championship's over-50 (+50) section in Acqui Terme.
Predrag Nikolić is now living in the Netherlands near Leiden, and in Bosnia and Herzegovina.

",Predrag Nikolić
145,"Aron Nimzowitsch, 512 games",Aron Nimzowitsch,Nimzowitsch.pgn,Nimzowitsch,Aron,Nimzowitsch,,,,,,,,Aron+Nimzowitsch+chess,https://en.wikipedia.org/w/index.php?search=Aron+Nimzowitsch+chess,"['Aron Nimzowitsch', 'Nimzowitsch', 'My System', ""Alekhine's gun"", 'Nimzowitsch Defence', 'Aron (name)', 'Hypermodernism (chess)', 'Open file', ""Van't Kruijs Opening"", 'Carlsbad 1929 chess tournament']",Aron Nimzowitsch,https://en.wikipedia.org/wiki/Aron_Nimzowitsch,"Aron Nimzowitsch (Latvian: Ārons Ņimcovičs, Russian: Аро́н Иса́евич Нимцо́вич, Aron Isayevich Nimtsovich; born Aron Niemzowitsch; 7 November 1886 – 16 March 1935) was a Russian-born, Danish leading chess master and a very influential chess writer. He was the foremost figure amongst the hypermoderns.",Aron Nimzowitsch
146,"Liviu-Dieter Nisipeanu, 1747 games",Liviu-Dieter Nisipeanu,Nisipeanu.pgn,Nisipeanu,Liviu-Dieter,Nisipeanu,Liviu-Dieter,Liviu-Dieter Nisipeanu ,1976-08-01,,1997-01-01, Germany,,Liviu-Dieter+Nisipeanu+chess,https://en.wikipedia.org/w/index.php?search=Liviu-Dieter+Nisipeanu+chess,"['Liviu-Dieter Nisipeanu', 'Liviu', 'List of people from Brașov', 'Overloading (chess)', 'Markus Ragger', 'M-Tel Masters', 'Zhao Jun (chess player)', 'Vlastimil Babula', 'FIDE World Chess Championship 2000', 'Artyom Timofeev (chess player)']",Liviu-Dieter Nisipeanu,https://en.wikipedia.org/wiki/Liviu-Dieter_Nisipeanu,"Liviu-Dieter Nisipeanu (born 1 August 1976) is a Romanian (until 2014) and German (since 2014) chess grandmaster. His peak FIDE rating was 2707 in October 2005, when he was ranked fifteenth in the world, and the highest ranked Romanian player ever. His highly aggressive style of play has earned him a reputation of a modern-day Mikhail Tal.

",Liviu-Dieter Nisipeanu
147,"Igor Novikov, 1319 games",Igor Novikov,Novikov.pgn,Novikov,Igor,Novikov,Igor,Igor Novikov ,1962-05-23,,1990-01-01, United States,,Igor+Novikov+chess,https://en.wikipedia.org/w/index.php?search=Igor+Novikov+chess,"['Igor Novikov', 'Igor Novikov (pentathlete)', 'Igor Dmitriyevich Novikov', 'Igor Novikov (painter)', 'Igor Novikov (chess player)', 'Novikov', 'Novikov self-consistency principle', 'Novikov conjecture', 'Sergei Novikov (mathematician)', 'Albert Mokeyev']",Igor Novikov,https://en.wikipedia.org/wiki/Igor_Novikov_(chess_player),"Igor A. Novikov (born May 23, 1962) is a chess grandmaster and former Ukrainian chess champion. He has American citizenship and is currently registered with the US Chess Federation who lists him as one of their top players. In October 2008, he had an Elo rating of 2560 and achieved a career highest rating of 2614 in July 1999. He has been listed seven times on the FIDE top 100 chess players in the world.
While living in Brooklyn he won the Marshall Chess Club Championship in 2002. In the United States he has won first place in New York Smartchess International I and II, the 2003 20th Sands Regency Western States Open, the 2003 National Chess Congress, and the 2004 UTD Grand Master Invitational Chess Tournament, while he tied for first at the 1999 World Open, the Chicago Open (2005 and 1998), and at the Foxwoods Open (1999 and 2001). Through his teaching of chess theory he has helped hundreds of chess students in Ukraine and the United States, including chess grandmasters Irina Krush and Alex Lenderman. In Ukraine, during 1988, he taught the under 21 team with International Master Igor Foygel. In 1985, he shared a team medal with his Russian team and won an individual medal playing on 4th board at the World Youth Tournament U26 Team Chess Championship.",Igor Novikov (chess player)
148,"John Nunn, 1698 games",John Nunn,Nunn.pgn,Nunn,John,Nunn,John,John Nunn ,1955-04-25,,1978-01-01, England,,John+Nunn+chess,https://en.wikipedia.org/w/index.php?search=John+Nunn+chess,"['John Nunn', 'John Nunn (racewalker)', 'Sam Nunn', 'Michael Nunn', 'John Nunn (disambiguation)', 'John Nunn (rower)', 'Louie B. Nunn', 'John Nunn (cricketer)', 'Trevor Nunn', 'Marianne Nunn']",John Nunn,https://en.wikipedia.org/wiki/John_Nunn,"John Denis Martin Nunn (born 25 April 1955 in London) is an English chess grandmaster, a three-time world champion in chess problem solving, a chess writer and publisher, and a mathematician. He is one of England's strongest chess players and once was in the world's top ten.",John Nunn
149,"Fridrik Olafsson, 916 games",Fridrik Olafsson,Olafsson.pgn,Olafsson,Fridrik,Olafsson,,,,,,,,Fridrik+Olafsson+chess,https://en.wikipedia.org/w/index.php?search=Fridrik+Olafsson+chess,"['Friðrik Ólafsson', 'Friðrik', 'Ólafsson', 'Jón Ólafsson of Grunnavík', '1935 in Iceland', 'César Muñoz', 'Bobby Fischer Against the World', 'Oscar Panno', 'Andreas Dückstein', '25th Chess Olympiad']",Friðrik Ólafsson,https://en.wikipedia.org/wiki/Fri%C3%B0rik_%C3%93lafsson,"Friðrik Ólafsson (born 26 January 1935) is an Icelandic chess Grandmaster and former president of FIDE.
Friðrik was born in Reykjavík, Iceland. A first-time winner of the Icelandic Chess Championship in 1952 and of the Nordic Chess Championship a year later, he rapidly became recognised as the strongest Icelandic player of his generation. Friðrik's first result of international note was his shared first with Viktor Korchnoi at Hastings 1955–56.
Friðrik's best result in World Chess Championship competition was in the 1958 Interzonal tournament at Portorož, where he finished equal 5th–6th, automatically earning the grandmaster title and qualifying for the 1959 Candidates Tournament (the last stage to determine the challenger to the World Chess Champion) in 1960. In the event, held at Bled, Zagreb and Belgrade, however, he finished seventh of eight with 10/28. He also played in the following Interzonal (Stockholm 1962) but failed to qualify for the Candidates. Among his best tournament results were joint third in the first Piatigorsky Cup, Los Angeles 1963, with 7½/14 and shared first with Ljubomir Ljubojević at Wijk aan Zee 1976, ahead of Mikhail Tal.
In 1978, he succeeded Max Euwe as President of the international chess governing body FIDE. During the tenure he presided over the 1981 Karpov–Korchnoi World Championship match. Since Korchnoi defected from the Soviet Union in 1976, the Soviets were holding Korchnoi's son, Igor. Olafsson delayed the planned September 19 start date of the match in a bid to get the Soviets to release Victor's son. For this attempt, Olafsson drew the wrath of the Soviets, who then backed the FIDE Vice-President, Florencio Campomanes for Presidency of FIDE. After losing the election in 1982, Olafsson was appointed Secretary to the Icelandic Parliament. Friðrik continued to play occasionally into the 21st century, winning a rapid match against fellow veteran Bent Larsen in 2003 by a score of 5–3.
Friðrik usually played the Sicilian Defence against 1.e4 and the King's Indian Defence and Nimzo-Indian Defence against 1.d4. With White, he usually played the English Opening, but he also played 1.d4, 1.e4 and 1.Nf3 many times.
In life outside of chess, he is married and has two adult daughters. Prior to 1974 when he became a chess professional, he worked as a lawyer at the Icelandic Ministry of Justice.

",Friðrik Ólafsson
150,"Lembit Oll, 1034 games",Lembit Oll,Oll.pgn,Oll,Lembit,Oll,Lembit,Lembit Oll,1966-04-23,1999-05-17,1990-01-01, Estonia,,Lembit+Oll+chess,https://en.wikipedia.org/w/index.php?search=Lembit+Oll+chess,"['Lembit Oll', 'Lembit', 'Kohtla', 'Iivo Nei', 'Leonid Yudasin', '29th Chess Olympiad', 'Ottomar Ladva', 'FIDE World Chess Championship 1998', 'Evgeny Sveshnikov', '1994 in chess']",Lembit Oll,https://en.wikipedia.org/wiki/Lembit_Oll,"Lembit Oll (23 April 1966 – 17 May 1999) was an Estonian chess grandmaster.
Oll was born in Kohtla-Järve and was already successful as a junior, becoming champion of Estonia in 1982 and junior champion of the Soviet Union in 1984. He also won multiple European and World junior championships. FIDE awarded him the IM title in 1983 and the GM title in 1990. From that moment, he regularly played for Estonia during Chess Olympiads and European team championships. Early 1998 he reached his highest position on the FIDE ranking list: 2655. He played his last tournament in 1999 in Nova Gorica reaching a shared second position.
Oll, who was married with two sons, fell into severe depression after he divorced. He committed suicide by jumping out of a fifth-floor window of his house in Tallinn. Despite his personal problems, he still held the 42nd place on the world ranking list at that time. He was buried at Metsakalmistu cemetery in Tallinn, not too far away from the most famous Estonian chess player Paul Keres.",Lembit Oll
151,"Alexander Onischuk, 1561 games",Alexander Onischuk,Onischuk.pgn,Onischuk,Alexander,Onischuk,Alexander,Alexander Onischuk ,1975-09-03,,1994-01-01, United States,,Alexander+Onischuk+chess,https://en.wikipedia.org/w/index.php?search=Alexander+Onischuk+chess,"['Alexander Onischuk', 'Gevorg Harutjunyan', '2016 US Chess Championship', 'Ivan Ivanišević', 'Leinier Domínguez', 'World Open chess tournament', 'Alexander Shabalov', 'Jan Smeets', 'Eduardo Iturrizaga', 'Robert Hess (chess player)']",Alexander Onischuk,https://en.wikipedia.org/wiki/Alexander_Onischuk,"Alexander Onischuk (born September 3, 1975) is an American chess grandmaster.

",Alexander Onischuk
